datetime,epoch,open,high,low,close
2026-04-25 12:00:00.000,1777118400,34072.9862,34201.9676,33942.0303,33995.5592
2026-04-25 12:30:00.000,1777120200,33997.435,34005.905,33721.3121,33813.4857
2026-04-25 13:00:00.000,1777122000,33822.6951,34055.7748,33799.17,33918.9249
2026-04-25 13:30:00.000,1777123800,33922.389,34137.7971,33869.2441,34102.1917
2026-04-25 14:00:00.000,1777125600,34112.6546,34269.6212,34029.1798,34171.4701
2026-04-25 14:30:00.000,1777127400,34166.4213,34329.3009,34102.9399,34158.3446
2026-04-25 15:00:00.000,1777129200,34160.2931,34340.658,34087.8182,34242.2478
2026-04-25 15:30:00.000,1777131000,34242.0044,34336.96,33996.8124,33999.9355
2026-04-25 16:00:00.000,1777132800,33997.9796,33999.4496,33825.2456,33920.4155
2026-04-25 16:30:00.000,1777134600,33917.9194,34360.2739,33840.5341,34354.8622
2026-04-25 17:00:00.000,1777136400,34360.8379,34666.932,34319.8348,34587.1018
2026-04-25 17:30:00.000,1777138200,34600.6762,34616.946,34313.1574,34428.36
2026-04-25 18:00:00.000,1777140000,34424.4201,34515.4078,34308.5446,34454.6435
2026-04-25 18:30:00.000,1777141800,34448.3642,34448.3642,34092.7509,34124.5154
2026-04-25 19:00:00.000,1777143600,34113.8286,34235.7384,33913.9493,34044.9536
2026-04-25 19:30:00.000,1777145400,34056.4481,34193.3753,34004.8841,34098.7485
2026-04-25 20:00:00.000,1777147200,34106.8831,34223.2403,33964.9111,34205.6721
2026-04-25 20:30:00.000,1777149000,34200.4422,34409.3953,34176.4686,34314.0579
2026-04-25 21:00:00.000,1777150800,34321.4291,34502.4881,34203.4426,34360.1379
2026-04-25 21:30:00.000,1777152600,34367.2341,34475.9853,34250.8523,34459.4445
2026-04-25 22:00:00.000,1777154400,34464.4807,34545.3211,34103.8197,34113.2912
2026-04-25 22:30:00.000,1777156200,34114.7488,34448.6188,34091.1027,34448.6188
2026-04-25 23:00:00.000,1777158000,34449.3494,34641.8954,34371.9606,34420.1154
2026-04-25 23:30:00.000,1777159800,34414.1953,34487.8066,34175.8532,34313.19
2026-04-26 00:00:00.000,1777161600,34308.2912,34616.1273,34304.8697,34521.9972
2026-04-26 00:30:00.000,1777163400,34528.2989,34548.2721,34229.5603,34251.4006
2026-04-26 01:00:00.000,1777165200,34244.8696,34520.9934,34114.5459,34518.2822
2026-04-26 01:30:00.000,1777167000,34525.6849,34666.6901,34489.9231,34592.1694
2026-04-26 02:00:00.000,1777168800,34571.6412,34679.8742,34258.6365,34270.0075
2026-04-26 02:30:00.000,1777170600,34259.7893,34661.9803,34259.7893,34648.856
2026-04-26 03:00:00.000,1777172400,34641.954,34735.2425,34471.3029,34533.936
2026-04-26 03:30:00.000,1777174200,34536.5626,34536.5626,34298.036,34417.1888
2026-04-26 04:00:00.000,1777176000,34431.0432,34620.6962,34411.2848,34428.5409
2026-04-26 04:30:00.000,1777177800,34415.2409,34479.8426,34177.5107,34263.8885
2026-04-26 05:00:00.000,1777179600,34269.8692,34269.8692,33894.2295,33921.0155
2026-04-26 05:30:00.000,1777181400,33926.479,34181.0129,33913.504,33952.1246
2026-04-26 06:00:00.000,1777183200,33942.7894,34020.2221,33702.6463,33998.4877
2026-04-26 06:30:00.000,1777185000,33985.9242,34044.6715,33759.9843,33786.4378
2026-04-26 07:00:00.000,1777186800,33782.874,33852.988,33692.1831,33799.2704
2026-04-26 07:30:00.000,1777188600,33792.8997,33818.5737,33550.9647,33771.9962
2026-04-26 08:00:00.000,1777190400,33775.7803,33871.959,33560.272,33573.8129
2026-04-26 08:30:00.000,1777192200,33561.1146,33757.7445,33494.9174,33633.2445
2026-04-26 09:00:00.000,1777194000,33634.4843,33708.7819,33401.9785,33471.0704
2026-04-26 09:30:00.000,1777195800,33469.808,33524.139,33207.0638,33358.1795
2026-04-26 10:00:00.000,1777197600,33361.7647,33417.3296,33280.6937,33367.4898
2026-04-26 10:30:00.000,1777199400,33371.8877,33548.824,33346.9668,33443.3398
2026-04-26 11:00:00.000,1777201200,33447.7225,33694.2421,33390.0959,33581.2524
2026-04-26 11:30:00.000,1777203000,33587.0365,33667.1452,33390.7902,33547.804
2026-04-26 12:00:00.000,1777204800,33546.3123,33746.8589,33457.6755,33746.8589
2026-04-26 12:30:00.000,1777206600,33744.7701,33883.2834,33682.784,33855.6736
2026-04-26 13:00:00.000,1777208400,33857.9866,34190.3813,33795.1628,34045.5657
2026-04-26 13:30:00.000,1777210200,34045.8219,34160.1056,33927.0547,34123.516
2026-04-26 14:00:00.000,1777212000,34112.5824,34202.3384,33988.3596,34094.8253
2026-04-26 14:30:00.000,1777213800,34085.7463,34267.6318,33969.5606,34247.0792
2026-04-26 15:00:00.000,1777215600,34253.2596,34472.7304,34178.3565,34291.3234
2026-04-26 15:30:00.000,1777217400,34275.7268,34502.1503,34128.8445,34137.1455
2026-04-26 16:00:00.000,1777219200,34147.9335,34303.6286,34038.4233,34072.3575
2026-04-26 16:30:00.000,1777221000,34076.6247,34192.8174,34020.75,34134.854
2026-04-26 17:00:00.000,1777222800,34134.4739,34284.4396,34022.1509,34105.3998
2026-04-26 17:30:00.000,1777224600,34101.3987,34417.8233,33935.0307,34396.6622
2026-04-26 18:00:00.000,1777226400,34397.5335,34511.1637,34172.1096,34470.6101
2026-04-26 18:30:00.000,1777228200,34466.5219,34479.1144,34184.3133,34288.5687
2026-04-26 19:00:00.000,1777230000,34292.0075,34473.9852,34280.5425,34409.1767
2026-04-26 19:30:00.000,1777231800,34404.8041,34605.9671,34379.2233,34538.5931
2026-04-26 20:00:00.000,1777233600,34541.9826,34690.1653,34443.9689,34496.2752
2026-04-26 20:30:00.000,1777235400,34498.9796,34586.2946,34333.2525,34364.1448
2026-04-26 21:00:00.000,1777237200,34377.2692,34625.6286,34363.2003,34584.605
2026-04-26 21:30:00.000,1777239000,34580.8528,34621.0829,34177.837,34192.2868
2026-04-26 22:00:00.000,1777240800,34177.0713,34258.2471,33981.8109,34170.5759
2026-04-26 22:30:00.000,1777242600,34169.0237,34361.8105,34105.8762,34341.8405
2026-04-26 23:00:00.000,1777244400,34347.8402,34613.8597,34328.2591,34452.9641
2026-04-26 23:30:00.000,1777246200,34454.3181,34468.8283,34128.99,34187.7923
2026-04-27 00:00:00.000,1777248000,34187.2307,34498.169,34129.494,34421.9179
2026-04-27 00:30:00.000,1777249800,34415.8804,34415.8804,34154.6607,34210.4191
2026-04-27 01:00:00.000,1777251600,34198.2612,34540.0464,34087.1035,34282.3633
2026-04-27 01:30:00.000,1777253400,34281.1805,34289.3477,34020.4909,34156.5365
2026-04-27 02:00:00.000,1777255200,34141.0322,34210.8927,33855.8481,33928.2638
2026-04-27 02:30:00.000,1777257000,33925.7878,34043.7303,33822.7113,33978.4042
2026-04-27 03:00:00.000,1777258800,33969.5258,33992.813,33798.3981,33909.3664
2026-04-27 03:30:00.000,1777260600,33909.51,34070.9579,33855.558,33923.4487
2026-04-27 04:00:00.000,1777262400,33916.0225,33960.2808,33791.2331,33870.2865
2026-04-27 04:30:00.000,1777264200,33861.3949,34010.4268,33615.4262,33675.2015
2026-04-27 05:00:00.000,1777266000,33674.6203,33687.4312,33412.7338,33421.5039
2026-04-27 05:30:00.000,1777267800,33418.2376,33687.8157,33224.691,33401.178
2026-04-27 06:00:00.000,1777269600,33394.4447,33651.2665,33391.7765,33491.3731
2026-04-27 06:30:00.000,1777271400,33473.4852,33815.0754,33470.5879,33697.524
2026-04-27 07:00:00.000,1777273200,33697.5225,33913.4543,33638.0739,33756.1508
2026-04-27 07:30:00.000,1777275000,33755.109,33984.1565,33710.1712,33917.3264
2026-04-27 08:00:00.000,1777276800,33915.5187,34125.5465,33829.2493,34034.75
2026-04-27 08:30:00.000,1777278600,34027.9693,34157.2526,33878.6729,34076.2178
2026-04-27 09:00:00.000,1777280400,34066.3039,34123.8933,33795.9365,33806.7103
2026-04-27 09:30:00.000,1777282200,33803.3846,33823.8074,33572.8835,33576.0562
2026-04-27 10:00:00.000,1777284000,33579.206,33937.589,33571.7338,33935.6796
2026-04-27 10:30:00.000,1777285800,33932.0907,34071.0371,33783.542,33783.542
2026-04-27 11:00:00.000,1777287600,33777.5429,34146.534,33715.6511,34023.6868
2026-04-27 11:30:00.000,1777289400,34027.722,34061.7948,33716.1231,33851.4302
2026-04-27 12:00:00.000,1777291200,33847.3208,33900.6934,33672.9456,33820.0869
2026-04-27 12:30:00.000,1777293000,33824.0384,33963.2677,33642.4118,33848.5427
2026-04-27 13:00:00.000,1777294800,33843.8608,33915.4416,33605.7586,33752.875
2026-04-27 13:30:00.000,1777296600,33750.2089,33961.2997,33736.0083,33918.9199
2026-04-27 14:00:00.000,1777298400,33922.2803,34093.6266,33806.3841,33950.2177
2026-04-27 14:30:00.000,1777300200,33942.5579,34329.9072,33942.5579,34167.3157
2026-04-27 15:00:00.000,1777302000,34180.017,34409.621,34168.2818,34184.3832
2026-04-27 15:30:00.000,1777303800,34187.44,34414.0553,34177.3221,34355.2744
2026-04-27 16:00:00.000,1777305600,34358.688,34378.0229,34180.2523,34276.1642
2026-04-27 16:30:00.000,1777307400,34281.5201,34445.7908,34095.2876,34290.6772
2026-04-27 17:00:00.000,1777309200,34290.6945,34589.6559,34282.934,34447.3744
2026-04-27 17:30:00.000,1777311000,34444.8943,34521.2753,34266.699,34445.3905
2026-04-27 18:00:00.000,1777312800,34446.7594,34830.8594,34391.5438,34818.5315
2026-04-27 18:30:00.000,1777314600,34835.0436,35047.0003,34661.099,34965.8751
2026-04-27 19:00:00.000,1777316400,34957.695,35064.9789,34785.9929,34923.1159
2026-04-27 19:30:00.000,1777318200,34916.9413,35073.6621,34861.8544,35059.0886
2026-04-27 20:00:00.000,1777320000,35072.1545,35141.8385,34999.5158,35049.5008
2026-04-27 20:30:00.000,1777321800,35046.7403,35142.2195,34791.3838,34869.7084
2026-04-27 21:00:00.000,1777323600,34857.1718,34871.0838,34431.6508,34533.0136
2026-04-27 21:30:00.000,1777325400,34520.8019,34520.8019,34166.1445,34422.653
2026-04-27 22:00:00.000,1777327200,34429.393,34557.1655,34314.6277,34471.4064
2026-04-27 22:30:00.000,1777329000,34473.5169,34724.4019,34473.5169,34600.8454
2026-04-27 23:00:00.000,1777330800,34606.1873,34669.7236,34326.0096,34602.671
2026-04-27 23:30:00.000,1777332600,34605.4134,34768.6596,34524.0068,34722.9825
2026-04-28 00:00:00.000,1777334400,34721.0581,34795.2906,34531.9351,34574.0079
2026-04-28 00:30:00.000,1777336200,34572.1606,34620.7381,34323.7173,34472.6805
2026-04-28 01:00:00.000,1777338000,34470.2709,34489.063,34222.9112,34272.7453
2026-04-28 01:30:00.000,1777339800,34267.7058,34416.9837,34144.3217,34393.2386
2026-04-28 02:00:00.000,1777341600,34379.2867,34419.5401,34147.7314,34412.4462
2026-04-28 02:30:00.000,1777343400,34412.3101,34497.7205,33971.6338,34042.2273
2026-04-28 03:00:00.000,1777345200,34055.3364,34516.2912,34006.8874,34504.2205
2026-04-28 03:30:00.000,1777347000,34503.4782,34678.1741,34469.8018,34575.792
2026-04-28 04:00:00.000,1777348800,34572.0072,34632.448,34324.1957,34618.6186
2026-04-28 04:30:00.000,1777350600,34626.3118,34829.5759,34533.8462,34807.7318
2026-04-28 05:00:00.000,1777352400,34805.218,34806.1391,34301.1944,34558.7457
2026-04-28 05:30:00.000,1777354200,34554.7276,34837.2369,34547.7803,34797.3856
2026-04-28 06:00:00.000,1777356000,34788.3069,34797.9616,34510.6854,34657.0731
2026-04-28 06:30:00.000,1777357800,34670.675,34710.5097,34391.5629,34404.9572
2026-04-28 07:00:00.000,1777359600,34395.2743,34592.0497,34187.9722,34244.6665
2026-04-28 07:30:00.000,1777361400,34231.2282,34409.5394,33997.9458,34059.4981
2026-04-28 08:00:00.000,1777363200,34059.0959,34223.546,33927.3545,34043.5164
2026-04-28 08:30:00.000,1777365000,34044.7345,34215.2709,33882.5093,34137.7249
2026-04-28 09:00:00.000,1777366800,34133.5761,34216.2279,34005.3919,34102.0575
2026-04-28 09:30:00.000,1777368600,34089.4064,34192.9682,33946.7109,33999.4929
2026-04-28 10:00:00.000,1777370400,34003.3697,34322.2004,33991.6995,34239.4593
2026-04-28 10:30:00.000,1777372200,34250.4459,34279.4375,33955.2586,33984.4281
2026-04-28 11:00:00.000,1777374000,33966.0898,34075.1041,33873.9892,34034.3903
2026-04-28 11:30:00.000,1777375800,34036.2702,34199.6468,33962.3402,34149.717
2026-04-28 12:00:00.000,1777377600,34158.7771,34411.1485,34158.7771,34370.5196
2026-04-28 12:30:00.000,1777379400,34362.8906,34515.9322,34273.9253,34345.88
2026-04-28 13:00:00.000,1777381200,34336.6748,34417.9066,34178.1216,34260.0375
2026-04-28 13:30:00.000,1777383000,34261.6882,34644.4578,34212.884,34569.1405
2026-04-28 14:00:00.000,1777384800,34572.4196,34801.7497,34537.8581,34608.6323
2026-04-28 14:30:00.000,1777386600,34596.8603,34783.813,34476.3763,34676.1861
2026-04-28 15:00:00.000,1777388400,34691.1358,35052.8689,34618.1029,35003.7761
2026-04-28 15:30:00.000,1777390200,35010.1674,35348.916,34951.2046,35348.916
2026-04-28 16:00:00.000,1777392000,35354.5706,35377.8209,34853.207,34953.7081
2026-04-28 16:30:00.000,1777393800,34943.726,34948.551,34297.8715,34305.0647
2026-04-28 17:00:00.000,1777395600,34314.0634,34514.6066,34273.3516,34332.1729
2026-04-28 17:30:00.000,1777397400,34337.6056,34351.3318,33987.3729,34085.5813
2026-04-28 18:00:00.000,1777399200,34088.0697,34341.6068,34024.3242,34281.3158
2026-04-28 18:30:00.000,1777401000,34285.0956,34444.0894,34191.8188,34270.4867
2026-04-28 19:00:00.000,1777402800,34280.459,34311.2532,34019.8697,34281.61
2026-04-28 19:30:00.000,1777404600,34277.335,34715.2699,34277.335,34705.9619
2026-04-28 20:00:00.000,1777406400,34700.5869,35301.2442,34689.9699,35093.7269
2026-04-28 20:30:00.000,1777408200,35085.1126,35131.5468,34912.1301,35026.2412
2026-04-28 21:00:00.000,1777410000,35021.5435,35457.2789,35009.256,35208.8226
2026-04-28 21:30:00.000,1777411800,35207.5787,35241.7721,34956.5785,35001.8191
2026-04-28 22:00:00.000,1777413600,35000.639,35163.8258,34883.3814,35010.9716
2026-04-28 22:30:00.000,1777415400,35015.9431,35019.4947,34794.9292,34901.8565
2026-04-28 23:00:00.000,1777417200,34906.4888,35160.9515,34832.9478,34996.4485
2026-04-28 23:30:00.000,1777419000,34993.4007,35057.0999,34825.503,34972.9535
2026-04-29 00:00:00.000,1777420800,34968.503,35003.1083,34650.1165,34875.8047
2026-04-29 00:30:00.000,1777422600,34880.4411,35007.4472,34728.7547,34766.3018
2026-04-29 01:00:00.000,1777424400,34756.9789,35185.1031,34730.6641,35162.1645
2026-04-29 01:30:00.000,1777426200,35151.0997,35181.2982,34969.6375,35053.5129
2026-04-29 02:00:00.000,1777428000,35048.0767,35193.9976,35004.0433,35114.3507
2026-04-29 02:30:00.000,1777429800,35111.3654,35146.0303,34787.4416,34841.5348
2026-04-29 03:00:00.000,1777431600,34841.8043,35020.6006,34746.9918,34844.3478
2026-04-29 03:30:00.000,1777433400,34839.8365,34958.6881,34687.0304,34702.0826
2026-04-29 04:00:00.000,1777435200,34704.9256,34778.1678,34568.5643,34704.7669
2026-04-29 04:30:00.000,1777437000,34708.1308,34739.0088,34463.9053,34609.9383
2026-04-29 05:00:00.000,1777438800,34596.7884,34806.9931,34422.7604,34620.9159
2026-04-29 05:30:00.000,1777440600,34619.2684,34623.1247,34149.4805,34421.0787
2026-04-29 06:00:00.000,1777442400,34413.1414,34652.0869,34380.8039,34494.7157
2026-04-29 06:30:00.000,1777444200,34504.5633,34568.957,34254.787,34354.1699
2026-04-29 07:00:00.000,1777446000,34354.9511,34492.1206,34271.7273,34396.8649
2026-04-29 07:30:00.000,1777447800,34394.9579,34554.3753,34139.3429,34238.8112
2026-04-29 08:00:00.000,1777449600,34225.0246,34433.0408,34036.9916,34433.0408
2026-04-29 08:30:00.000,1777451400,34439.4016,34632.7448,34400.6517,34536.7199
2026-04-29 09:00:00.000,1777453200,34531.0506,34746.0765,34458.3744,34722.185
2026-04-29 09:30:00.000,1777455000,34716.0199,35039,34651.2941,34954.3676
2026-04-29 10:00:00.000,1777456800,34951.5347,35129.3272,34769.068,35078.6389
2026-04-29 10:30:00.000,1777458600,35070.6764,35174.3824,34904.8756,35149.9112
2026-04-29 11:00:00.000,1777460400,35150.2513,35300.639,35051.2548,35212.1447
2026-04-29 11:30:00.000,1777462200,35221.6808,35436.9356,35080.1901,35429.302
2026-04-29 12:00:00.000,1777464000,35422.6466,35515.5534,35238.9032,35242.5636
2026-04-29 12:30:00.000,1777465800,35231.3396,35350.9321,35142.0193,35305.9104
2026-04-29 13:00:00.000,1777467600,35316.7488,35419.0393,35243.3006,35348.89
2026-04-29 13:30:00.000,1777469400,35346.7185,35681.9017,35337.3329,35574.6809
2026-04-29 14:00:00.000,1777471200,35574.2116,35757.6298,35482.0935,35717.5599
2026-04-29 14:30:00.000,1777473000,35719.0793,35844.5996,35528.1977,35831.9629
2026-04-29 15:00:00.000,1777474800,35832.9231,36024.8603,35593.7044,35986.9577
2026-04-29 15:30:00.000,1777476600,35981.9669,36051.5174,35731.2821,35805.5173
2026-04-29 16:00:00.000,1777478400,35804.9351,35994.7816,35724.6447,35903.7176
2026-04-29 16:30:00.000,1777480200,35909.8125,36275.3103,35908.7802,36224.2783
2026-04-29 17:00:00.000,1777482000,36235.386,36268.8333,36025.0413,36071.4977
2026-04-29 17:30:00.000,1777483800,36061.2671,36180.4017,35853.4994,35856.4752
2026-04-29 18:00:00.000,1777485600,35856.7036,36027.756,35744.7246,35939.2344
2026-04-29 18:30:00.000,1777487400,35929.6232,35951.9738,35716.2234,35839.9726
2026-04-29 19:00:00.000,1777489200,35844.3505,35901.92,35744.4796,35829.0477
2026-04-29 19:30:00.000,1777491000,35809.2607,36030.9375,35669.4619,35941.4713
2026-04-29 20:00:00.000,1777492800,35955.8577,36174.1727,35955.8577,36145.5429
2026-04-29 20:30:00.000,1777494600,36149.2934,36366.444,36096.2065,36321.6689
2026-04-29 21:00:00.000,1777496400,36324.2798,36537.7783,36285.4187,36337.6789
2026-04-29 21:30:00.000,1777498200,36347.068,36435.9485,36176.7679,36354.2261
2026-04-29 22:00:00.000,1777500000,36359.1922,36400.3564,36040.999,36058.8383
2026-04-29 22:30:00.000,1777501800,36056.0488,36328.7186,35997.8195,36029.1944
2026-04-29 23:00:00.000,1777503600,36031.2405,36160.8949,35714.6442,35764.2392
2026-04-29 23:30:00.000,1777505400,35764.6257,35934.4258,35680.9284,35879.8133
2026-04-30 00:00:00.000,1777507200,35886.7425,36129.5205,35810.16,36124.0877
2026-04-30 00:30:00.000,1777509000,36132.3509,36226.8007,35921.2609,35929.1425
2026-04-30 01:00:00.000,1777510800,35930.3947,36183.3506,35929.8601,36145.3488
2026-04-30 01:30:00.000,1777512600,36150.2128,36170.3751,35813.7557,35954.7719
2026-04-30 02:00:00.000,1777514400,35956.096,36090.0178,35789.3588,35824.5789
2026-04-30 02:30:00.000,1777516200,35826.4479,36032.2393,35691.7404,35734.5126
2026-04-30 03:00:00.000,1777518000,35724.5521,36162.5277,35531.1035,36156.0468
2026-04-30 03:30:00.000,1777519800,36155.5219,36267.9784,35820.4751,35978.1721
2026-04-30 04:00:00.000,1777521600,35980.438,36213.9756,35967.7527,36170.7662
2026-04-30 04:30:00.000,1777523400,36172.4186,36179.6466,35659.5117,35910.7709
2026-04-30 05:00:00.000,1777525200,35909.5233,35955.1935,35718.1184,35902.5245
2026-04-30 05:30:00.000,1777527000,35912.9022,35985.0819,35703.5289,35837.687
2026-04-30 06:00:00.000,1777528800,35836.3029,35915.5415,35697.3348,35909.019
2026-04-30 06:30:00.000,1777530600,35909.577,35932.0665,35448.6126,35448.6126
2026-04-30 07:00:00.000,1777532400,35440.5554,35547.2557,35348.0145,35369.6582
2026-04-30 07:30:00.000,1777534200,35369.8145,35430.5156,35016.4385,35164.1862
2026-04-30 08:00:00.000,1777536000,35166.7859,35255.1961,34840.2842,34889.8796
2026-04-30 08:30:00.000,1777537800,34887.0638,35018.9604,34811.7417,34980.074
2026-04-30 09:00:00.000,1777539600,34987.9094,35042.859,34829.9455,34869.0904
2026-04-30 09:30:00.000,1777541400,34878.662,35001.1043,34807.177,34868.3771
2026-04-30 10:00:00.000,1777543200,34866.6221,35165.9863,34843.6544,35102.6662
2026-04-30 10:30:00.000,1777545000,35100.0888,35113.7175,34634.5809,34664.9021
2026-04-30 11:00:00.000,1777546800,34672.314,34672.314,34348.3083,34348.3083
2026-04-30 11:30:00.000,1777548600,34343.8542,34373.3656,34125.7507,34284.5215
2026-04-30 12:00:00.000,1777550400,34286.7782,34563.4914,34267.2137,34459.7301
2026-04-30 12:30:00.000,1777552200,34467.0895,34568.5372,34288.8231,34318.3263
